Target,Source
Clothing (High-Fashion Fine),服装(高级时装) (- )
Cloister Robe (Moderate),中等隐修长袍
Cloning Potion,克隆药水
Clubhead Poison,棒头毒
Coat Pistol,袖枪
Darkvision Elixir (Greater),高等黑暗视觉灵药
Deadweight Mutagen (Greater),高等千钧突变药剂
Codebreaker's Parchment,译码员手稿
Codebreaker's Parchment (Greater),高等译码员手稿
Codebreaker's Parchment (Major),上等译码员手稿
Codex of Destruction and Renewal,毁灭与新生圣典
Codex of Unimpeded Sight,《通明圣典》
Codex of Unimpeded Sight (Greater),高等《通明圣典》
Cognitive Mutagen (Lesser),次等认知突变药剂
Cognitive Mutagen (Major),上等认知突变药剂
Cognitive Mutagen (Moderate),中等认知突变药剂
Cold Iron Blanch (Greater),高等寒铁浆
Cold Iron Blanch (Lesser),次等寒铁浆
Cold Iron Blanch (Moderate),中等寒铁浆
Deathless,拒亡
Cold Iron Buckler (High-Grade),高纯度寒铁小圆盾 (-)
Cold Iron Buckler (Low-Grade),低纯度寒铁小圆盾 (-)
Cold Iron Buckler (Standard-Grade),标准纯度寒铁小圆盾 (-)
Cold Iron Chunk,寒铁块
Deadweight Mutagen (Lesser),次等千钧突变药剂
Cold Iron Ingot,寒铁锭
Cold Iron Shield (High-Grade),高纯度寒铁盾 (-)
Cold Iron Shield (Low-Grade),低纯度寒铁盾 (-)
Cold Iron Shield (Standard-Grade),标准纯度寒铁盾 (-)
Coldstar Pistols,冷星对枪
Bristle,炸毛
Collar of Empathy,共鸣项圈
Collar of Inconspicuousness,无害项圈
Depth Charge II,型深海冲击弹
Collar of the Eternal Bond,永恒纽带项圈
Collar of the Shifting Spider,百变蜘蛛项圈
Colorful Coating (Blue),蓝色涂层
Colorful Coating (Green),绿色涂层
Colorful Coating (Indigo),靛青涂层
Combat Lure,战斗饵
Colorful Coating (Orange),橙色涂层
Colorful Coating (Red),红色涂层
Colorful Coating (Violet),紫色涂层
Colorful Coating (Yellow),黄色涂层
Colorful pastoral tapestry,彩色田园挂毯
Colorful velvet half mask,七彩丝绒半面罩
Combat Grapnel,战斗爪钩
ruffian racket,无赖诡术
Communion Mat,集会垫
Deadweight Mutagen (Major),上等千钧突变药剂
Compass (Lensatic),罗盘(透镜)
Compass of Transpositional Awareness,传送探知罗盘
Composer Staff,作曲家法杖
Composer Staff (Greater),高等作曲家法杖
Comprehension Elixir (Lesser),次等理解力灵药
Dart Shield,镖盾
Composer Staff (Major),上等作曲家法杖
Composite Longbow,复合长弓
Comprehension Elixir (Greater),高等理解力灵药
Concealed Holster,隐蔽枪套
Concealed Sheath,隐蔽鞘
Concealment Coin,匿藏硬币
Condensed Mana,浓缩法力
Deadweight Mutagen (Moderate),中等千钧突变药剂
Conducting,传导
Conduit Shot (Greater),高等连锁弹
Conduit Shot (Lesser),次等连锁弹
Conduit Shot (Moderate),中等连锁弹
Confabulator,诉说者
Conflagration Club,爆燃大棒
Deadweight Snare,重负圈套
Decanter of Endless Water,无尽水瓶
Conrasu Coin (Arbiter),空塑人硬币（仲裁者）
Conrasu Coin (Bythos),空塑人硬币（时空御衡者）
Copper Pieces,铜币
Contagion Metabolizer (Greater),高等触染代谢体
Contagion Metabolizer (Lesser),次等触染代谢体
Contagion Metabolizer (Moderate),中等触染代谢体
Containment Contraption,密封装置
Cookware,炊具
Cooperative Waffles,协作华夫饼
Cooperative Waffles (Greater),强化协作华夫饼
Copper statuette of a salamander,火蜥蜴铜像
Deafening Music Box,噪声音乐盒
Copper and spinel puzzle box,铜嵌尖晶石拼图盒
Copper Dragon's Breath Potion (Adult),成年赤铜龙龙息药水
Copper Dragon's Breath Potion (Wyrm),古赤铜龙龙息药水
Coral,珊瑚
Burn It!,烧光！ !
Copper Dragon's Breath Potion (Young),青年赤铜龙龙息药水
Copper Penny,铜板
Corpse Compass,尸体罗盘
Corpsecaller Round,唤尸枪弹
Corpseward Pendant,尸体防护坠饰
Corrosive,酸蚀
Corrosive (Greater),高等酸蚀
Corrosive Engravings,蚀刻版画
Corruption Cassock,腐化教袍
Corset Knife,腰封刀
Courtier's Pillow Book,弄臣的枕边书
Coyote Cloak,郊狼披风
Thrash,重殴
Crackling Bubble Gum (Lesser),次等爆炸泡泡糖
Death Coil,死亡线圈
Crackling Bubble Gum (Major),上等爆炸泡泡糖
Crackling Bubble Gum (Moderate),中等爆炸泡泡糖
Crescent Cross,新月十字
Crafter's Eyepiece,工匠目镜
Crafter's Eyepiece (Greater),高等工匠目镜
Crossbow,弩
Crimson Worm Repellent,红虫驱离药剂
Crowbar (Levered),撬棍(带杠杆)
Death Knell Powder,死亡丧钟粉末
Crown of Insight,洞悉冠冕
Rime Crystal (Major),上等雾凇水晶
Rime Foil,雾凇花剑
Ring of the Ram,公羊戒指
Cryomister (Major),上等制冰器
Cryomister (Moderate),中等制冰器
Courtly Graces,贵族风范
Dart Umbrella,射镖伞
Deck of illusions,幻象套牌
Cytillesh,赛特莱仕
Deck of Many Things,万象无常牌
Cytillesh Oil,碧幻油
Dagger,匕首
Deck of Mischief,淘气套牌
Dagger of Eternal Sleep,永恒沉眠匕首
Darkvision Elixir (Lesser),次等黑暗视觉灵药
Dagger Pistol,匕手枪
Darkvision Elixir (Moderate),中等黑暗视觉灵药
Darkvision Scope,暗视瞄准镜
Darkvision Scope (Greater),高等暗视瞄准镜
Rime Crystal (Greater),高等雾凇水晶
Ring of Bestial Friendship,野性之谊戒指
Deepdread Claw,深惶之爪
Demolition Fulu (Moderate),中等拆毁符箓
Defiled Costa,脏污肋骨
Demon Armor,恶魔甲
Depth Charge III,型深海冲击弹
Defiled Costa (Greater),高等脏污肋骨
divine spells,神术法术
Demon Mask,恶魔面具
Deflecting Branch,偏斜之枝
Depth Charge V,型深海冲击弹
Deathcap Powder,死帽粉
Delve Scale,掘穴鲨鳞
Demon Mask (Greater),高等恶魔面具
Demilich Eye Gem,半巫妖晶瞳
Deployable Cover,部署式掩体
Depth Charge VI,型深海冲击弹
Depth Gauge,深度测量仪
Demolition Fulu (Greater),高等拆毁符箓
Deployable Cover (Ballistic Cover),部署式掩体（弹道掩体）
Depth Charge IV,型深海冲击弹
Demolition Fulu (Lesser),次等拆毁符箓
Depth Charge I,型深海冲击弹
Depth Charge VII,型深海冲击弹
Desolation Locket,凄凉吊坠
Desolation Locket (Greater),高等凄凉吊坠
Desolation Locket (Major),上等凄凉吊坠
Detect Anathema Fulu,识罪符箓
Detective's Kit,侦探工具包
Detector Stone,侦测石
Deteriorating Dust,恶化之尘
Detonating Gears Snare,爆裂装置圈套
Duelist's Beacon,决斗者明灯
Devil's Bargain,魔鬼协议
Devil's Luck,魔鬼的幸运
Firestarter Pellets (Major),上等引火弹丸
Dezullon Fountain,大猪笼草喷泉
Diadem of Intellect,智力头冠
Diamond ring with platinum band,铂金钻戒
"Diamond, large",钻石（大）
"Diamond, small",钻石（小）
Diluted Hype,稀释激昂
Dimension Shot,次元弹药
Dimensional Knot,次元绳结
Dinosaur Boots,恐龙皮靴
Flame Drake Snare,喷火龙兽圈套
Dinosaur Boots (Greater),高等恐龙皮靴
Diplomat's Badge,外使徽章
Diplomat's Charcuterie,外交官的熟食盘
Flaming,炽焰
Discord Fulu,争端符箓
Disguise Kit,化装工具包
Disguise Kit (Elite Cosmetics),化装工具包(专家补充化妆品)
Disguise Kit (Elite),化装工具包(专家)
Disguise Kit (Replacement Cosmetics),化装工具包(补充化妆品)
Disintegration Bolt,解离矢
Dispelling Sliver,除法碎片
Watchful Gaze,警戒注视
Dispersing Bullet,分裂弹丸
Disrupting,瓦解
Disrupting (Greater),高等瓦解
Flurrying,连击
Disrupting Oil,瓦解油
Disrupting Oil (Greater),高等瓦解油
Divine art piece created by Shelyn,莎琳创作的神圣艺术品
Divine Scroll Case of Simplicity,神术简便卷轴匣
Dweomerweave Robe,幻锦长袍
Greatsword,巨剑
Diviner's Nose Chain,占卜师的鼻链
Djezet Alloy Ingot,血汞合金锭
Eclipse,月食
Djezet Buckler (High Grade),高纯度血汞小圆盾
Djezet Buckler (Standard Grade),标准纯度血汞小圆盾
Djezet Dose,血汞剂
Flyssa,飞莎刀
Goz Mask,哥兹面具
Djezet Mass,血汞块
Djezet Shield (High Grade),高纯度血汞盾
Djezet Shield (Standard Grade),标准纯度血汞盾
Doctrine of Blissful Eternity,永登极乐信条
Dog-Bone Knife,犬骨刀
Dogslicer,屠狗刀
Donchak,绳轮杖
Double-Barreled Musket,双管滑膛枪
Double-Barreled Pistol,双管手枪
Doubling Rings,双持对戒
Doubling Rings (Greater),高等双持对戒
Draconic Toxin Bottle,毒性龙息瓶
Draft of Stellar Radiance,汇集星光
Dragon Bile,龙胆汁
Heavy Rondache,重圆盾
Delver,钻地
Dragon Handwraps,龙类缠手带
Dragon Mouth Pistol,龙口铳
Homeward Swallow,归乡燕
Dragon Rune Bracelet,龙符手镯
Dragon Throat Scale,龙喉鳞片
Dragon Turtle Plate,龙龟甲
Dragon Turtle Scale,龙龟鳞
Dragon's Blood Pudding,龙血布丁
Diehard,死硬
Dragon's Blood Pudding (Greater),高等龙血布丁
Dragon's Blood Pudding (Major),上等龙血布丁
Dragon's Blood Pudding (Moderate),中等龙血布丁
Helm of Underwater Action,水下行动头盔
Dragon's Breath (1st Level Spell),1环级法术龙息 (1 )
Dragon's Breath (2nd Level Spell),2环级法术龙息 (2 )
Dragon's Breath (3rd Level Spell),3环级法术龙息 (3 )
Dragon's Breath (4th Level Spell),4环级法术龙息 (4 )
Dragon's Breath (5th Level Spell),5环级法术龙息 (5 )
Dragon's Breath (6th Level Spell),6环级法术龙息 (6 )
Dragon's Breath (7th Level Spell),7环级法术龙息 (7 )
Exploding Shield,爆裂盾
Hemlock,毒芹
Dragon's Breath (8th Level Spell),8环级法术龙息 (8 )
Dragon's Breath (9th Level Spell),9环级法术龙息 (9 )
Dragon's Crest,龙之首
Dragon's Eye Charm,龙眼护符
Dragonbone Arrowhead,龙骨箭头
Holy,神圣
Dragonclaw Scutcheon,龙爪标牌
Dragonfly Fulu,蜻蜓符箓
Exploration Lens (Searching),探索镜片-搜索
Dragonhide Buckler (High-Grade),高纯度龙革小圆盾 (-)
Dragonhide Buckler (Standard-Grade),标准纯度龙革小圆盾 (-)
Dragonhide Shield (High-Grade),高纯度龙革盾 (-)
Dragonhide Shield (Standard-Grade),标准纯度龙革盾 (-)
Dragonplate,龙鳞甲
Hooked,绊钩
Dragonprism Staff,龙棱法杖
Dragonprism Staff (Greater),高等龙棱法杖
Dragonscale Amulet,龙鳞附身符
Dragonscale Cameo,雕纹龙鳞
Dragonscale Staff,龙鳞杖
Dragonslayer's Shield,屠龙盾
Dread Ampoule (Greater),高等恐怖安瓿
Dragontooth Club,龙牙棒
Dragontooth Trophy,纪念龙牙
Drake Rifle (Acid),龙兽步枪(强酸)
Drake Rifle (Cold),龙兽步枪(寒冷)
Drake Rifle (Electricity),龙兽步枪(电击)
Drake Rifle (Fire),龙兽步枪(火焰)
Drake Rifle (Poison),龙兽步枪(毒素)
Drakeheart Mutagen (Greater),高等龙兽之心突变药剂
Drakeheart Mutagen (Lesser),次等龙兽之心突变药剂
Drakeheart Mutagen (Major),上等龙兽之心突变药剂
Drakeheart Mutagen (Moderate),中等龙兽之心突变药剂
Hopeful,希望
Draxie's Recipe Book,小龙精食谱
Dread (Greater),高等恐惧
Dread (Lesser),次等恐惧
Dread (Moderate),中等恐惧
Dread Ampoule (Lesser),次等恐怖安瓿
Dread Ampoule (Major),上等恐怖安瓿
Dread Ampoule (Moderate),中等恐怖安瓿
Dread Blindfold,恐惧眼罩
Lightning Rod Shot,引雷弹
Oil of Animation,活化油
Dread Helm,骇人头盔
Dreadsmoke Thurible,恐惧烟雾香炉
Dream Pollen Snare,梦花粉圈套
Dreaming Round,梦境枪弹
Dreamstone,梦境石
Dueling Spear,决斗矛
Dreamtime Tea,梦幻茶
Drover's Band,赶畜皮带
Druid's Crown,德鲁伊之冠
Orb Shard,龙珠碎片
Druid's Vestments,德鲁伊法衣
Drum of Upheaval,地动山摇之鼓
Drums of War,战争之鼓
Drums of War (Greater),高等战争之鼓
Dueling Pistol,决斗手枪
Drums of War (Major),上等战争之鼓
Duchy Defender,公国守卫
Dueling Cape,决斗披肩
Dullahan Codex,无头骑士魔典
Dupe's Gold Nugget,受骗者的金块
Living Leaf Weave,活化织叶衣
Dust of Appearance,显像尘
Dust of Corpse Animation,操尸尘
Dust of Corpse Animation (Greater),高等操尸尘
Dust of Disappearance,消像尘
Dust Pods,粉尘荚
Dwarven Daisy (Lesser),次级矮人雏菊
Dwarven Daisy (Moderate),中等矮人雏菊
Dwarven Dorn-Dergar,矮人链锤
Dwarven Scattergun,矮人霰弹枪
Dwarven Thrower,矮人投锤
Dwarven War Axe,矮人战斧
Eagle Eye Elixir (Greater),高等鹰眼灵药
Eagle Eye Elixir (Lesser),次等鹰眼灵药
Eagle Eye Elixir (Major),上等鹰眼灵药
Eagle Eye Elixir (Moderate),中等鹰眼灵药
Earplugs,耳塞
Earplugs (PFS Guide),耳塞(指南)
Panacea Fruit,仙果
Earthbinding,地缚
Earthbreaker,裂地锤
Earthglide Cloak,潜地斗篷
Earthsight Box,观土魔盒
Ebon Fulcrum Lens,乌木支点镜片
Ebon Marionette,乌木魔偶
Ectoplasmic Tracer,灵媒示踪剂
Effervescent Ampoule,泡沫安瓿
Effervescent Decoction,冒泡汤剂
Egg Cream Fizz,发泡鸡蛋奶油
Elemental Ammunition (Lesser),次等元素弹药
Pipes of Compulsion,悦人排箫
Eidetic Potion,明晰药水
Eidolon Cape,幻灵披风
Emetic Paste (Moderate),中等催吐膏药
Elder Seed,上古之种
Elder Sign,旧印
Eldritch Flare,诡奇耀光
Electric Eelskin,斥电鳗皮
Electrocable,电切割器
Electromuscular Stimulator,肌肉电流刺激器
Elegant cloth doll,优雅的布玩偶
Elemental Ammunition (Greater),高等元素弹药
Elemental Ammunition (Moderate),中等元素弹药
Elemental Gem,元素宝石
Elemental Wayfinder (Air),元素寻路仪(风)
Sharp Fangs,尖利獠牙
Elemental Wayfinder (Earth),元素寻路仪(土)
Elemental Wayfinder (Fire),元素寻路仪(火)
Elemental Wayfinder (Water),元素寻路仪(水)
Elixir of Life (Greater),高等生命灵药
Elixir of Life (Lesser),次等生命灵药
Elixir of Life (Major),上等生命灵药
Elixir of Life (Minor),下等生命灵药
Elixir of Life (Moderate),中等生命灵药
Gearbinder Oil (Greater),高等齿轮粘合油
Elixir of Life (True),真实生命灵药
Elixir of Rejuvenation,回春灵药
Elven Absinthe,精灵苦艾酒
Elven Branched Spear,精灵分叉矛
Elven Chain (High-Grade),高纯度精灵链甲 (-)
Elven Chain (Standard-Grade),标准纯度精灵链甲 (-)
Exsanguinating Ammunition,放血弹药
Radiant Lance,灿烂枪
Elven Curve Blade,精灵曲刃
Elysian Dew,极乐境之露
Ember Dust,余烬尘
Emberheart,余烬之心
Emerald,祖母绿
Emerald Grasshopper,绿宝石蝗虫
"Emerald, brilliant green",祖母绿（亮绿）
Emergency Disguise,紧急伪装
Emergency Eye,应急魔眼
Emetic Paste (Greater),高等催吐膏药
Emetic Paste (Lesser),次等催吐膏药
Empath's Cordial,共情药剂
Empathy Charm,共情坠饰
Goblin-Eye Orb,地精眼石球
Encompassing Lockpick,万有开锁器
Endless Grimoire,《无尽魔典》
Endless Grimoire (Greater),高等《无尽魔典》
Energized Cartridge,能量弹仓
Endless Grimoire (Major),上等《无尽魔典》
Endless Grimoire (True),真实《无尽魔典》
Energizing,充能
Energizing Lattice,充能格栅
Energizing Treat,激励宠粮
Energy Adaptive,应能
Green Dragon's Breath Potion (Adult),成年绿龙龙息药水
Energy Mutagen (Greater),高等能量突变药剂
Energy Mutagen (Lesser),次等能量突变药剂
Energy Mutagen (Major),上等能量突变药剂
Energy Mutagen (Moderate),中等能量突变药剂
Energy Robe of Acid,酸液能量长袍
Ensnaring Disk,诱捕圆盘
Energy Robe of Cold,寒冷能量长袍
Energy Robe of Electricity,电击能量长袍
Energy Robe of Fire,火焰能量长袍
Energy-Absorbing,吸收能量
Energy-Absorbing (Greater),高等吸收能量
Ethereal,灵化
Energy-Resistant,抵抗能量
Energy-Resistant (Greater),高等抵抗能量
Enfilading Arrow,纵射之箭
Extradimensional Stash,异次元藏匿
Engraved copper ring,雕刻铜戒指
Engulfing Snare,包围圈套
Enhanced Hearing Aids,强化助听器
Enigma Mirror,谜团圆镜
Eye of Fortune,幸运之眼
Enigma Mirror (Greater),高等谜团圆镜
Enigma Mirror (Major),上等谜团圆镜
Eye of the Wise,睿智之眼
Enigma-Sight Potion,迷境视域药水
Enormous chryselephantine sculpture by a legend,传奇人物使用克里斯里凡亭工艺制作的巨大雕像
Enormous tapestry of a major battle,绘一场重大战役的巨大挂毯
Entertainer's Lute,艺人的鲁特琴
Entertainer's Lute (Greater),高等艺人的鲁特琴
Entertainer's Lute (Major),上等艺人的鲁特琴
Harrow Deck (Simple),简易哈罗牌组
Ranseur,刺叉
Enveloping Light,缠身辉光
Enveloping Light (Greater),高等缠身辉光
Envenomed Snare,涂毒陷阱
Envisioning Mask,想象面具
Eroding Bullet,腐蚀子弹
Hat of Disagreeable Disguise (Greater),高等恼人伪装帽
Erraticannon,胡逼炮
Escape Fulu,脱身符箓
Essence Prism,源素棱镜
Etched copper ewer,蚀刻铜壶
Hauling,拖拽
Etheric Essence Disruptor (Greater),高等灵质精华干扰器
Etheric Essence Disruptor (Lesser),次等灵质精华干扰器
Etheric Essence Disruptor (Major),上等灵质精华干扰器
Etheric Essence Disruptor (Moderate),中等灵质精华干扰器
Ethersight Ring,灵视戒指
Euphoric Loop,极乐圆环
Euphoric Loop (Greater),高等极乐圆环
Everburning Torch,永燃火把
Everyneed Pack,万应包
Predictable Silver Piece,可预见的银币
Everyneed Pack (Greater),高等万应包
Experimental Clothing,实验性时装
Exploration Lens (Detecting),探索镜片-侦测
Exploration Lens (Investigating),探索镜片-调查
Explorer's Yurt,探险家的帐篷
Explosive Ammunition,爆炸弹药
Explosive Ammunition (Greater),高等爆炸弹药
Explosive Dogslicer,爆炸屠狗刀
Explosive Mine (Greater),高等爆炸地雷
Explosive Mine (Lesser),次等爆炸地雷
Explosive Mine (Major),上等爆炸地雷
Explosive Mine (Moderate),中等爆炸地雷
Explosive Missive,爆炸信函
Exsanguinating Ammunition (Greater),高等放血弹药
Exsanguinating Ammunition (Major),上等放血弹药
Extendable Pincer,可延长夹取器
Extendable Tail,伸缩长尾
Extended Deteriorating Dust,延时恶化之尘
Extending,延展
Extending (Greater),高等延展
